Areaname	STCOU	IPE010206F	IPE010206D	IPE010206N1	IPE010206N2	IPE010207F	IPE010207D	IPE010207N1	IPE010207N2	IPE010208F	IPE010208D	IPE010208N1	IPE010208N2	IPE010209F	IPE010209D	IPE010209N1	IPE010209N2	IPE110195F	IPE110195D	IPE110195N1	IPE110195N2	IPE110197F	IPE110197D	IPE110197N1	IPE110197N2	IPE110198F	IPE110198D	IPE110198N1	IPE110198N2	IPE110199F	IPE110199D	IPE110199N1	IPE110199N2	IPE110200F	IPE110200D	IPE110200N1	IPE110200N2	IPE110201F	IPE110201D	IPE110201N1	IPE110201N2
Scott, MO	29201	0	35517	0000	0000	0	36970	0000	0000	0	36031	0000	0000	0	38008	0000	0000	0	7347	0000	0000	0	7055	0000	0000	0	6874	0000	0000	0	6415	0000	0000	0	5893	0000	0000	0	5936	0000	0000
Shannon, MO	29203	0	24109	0000	0000	0	25322	0000	0000	0	28559	0000	0000	0	24680	0000	0000	0	2180	0000	0000	0	2122	0000	0000	0	2005	0000	0000	0	1989	0000	0000	0	1994	0000	0000	0	2034	0000	0000
Shelby, MO	29205	0	33453	0000	0000	0	34060	0000	0000	0	36403	0000	0000	0	35261	0000	0000	0	1020	0000	0000	0	929	0000	0000	0	903	0000	0000	0	970	0000	0000	0	919	0000	0000	0	890	0000	0000
Stoddard, MO	29207	0	33823	0000	0000	0	32337	0000	0000	0	35299	0000	0000	0	33156	0000	0000	0	5389	0000	0000	0	5063	0000	0000	0	4948	0000	0000	0	4587	0000	0000	0	4253	0000	0000	0	4352	0000	0000
Stone, MO	29209	0	37548	0000	0000	0	39630	0000	0000	0	41614	0000	0000	0	37941	0000	0000	0	3505	0000	0000	0	3547	0000	0000	0	3494	0000	0000	0	3727	0000	0000	0	3631	0000	0000	0	3905	0000	0000
Sullivan, MO	29211	0	29121	0000	0000	0	32936	0000	0000	0	34628	0000	0000	0	32899	0000	0000	0	1155	0000	0000	0	1180	0000	0000	0	1092	0000	0000	0	1084	0000	0000	0	1068	0000	0000	0	1162	0000	0000
Taney, MO	29213	0	32418	0000	0000	0	37468	0000	0000	0	39979	0000	0000	0	37319	0000	0000	0	4050	0000	0000	0	4446	0000	0000	0	4620	0000	0000	0	5188	0000	0000	0	4992	0000	0000	0	5518	0000	0000
Texas, MO	29215	0	28432	0000	0000	0	29587	0000	0000	0	29678	0000	0000	0	31743	0000	0000	0	5045	0000	0000	0	4665	0000	0000	0	4285	0000	0000	0	4190	0000	0000	0	4420	0000	0000	0	4698	0000	0000
Vernon, MO	29217	0	33750	0000	0000	0	34320	0000	0000	0	32919	0000	0000	0	33790	0000	0000	0	3282	0000	0000	0	3121	0000	0000	0	3137	0000	0000	0	2933	0000	0000	0	2876	0000	0000	0	2924	0000	0000
Warren, MO	29219	0	49714	0000	0000	0	50986	0000	0000	0	45779	0000	0000	0	49201	0000	0000	0	2221	0000	0000	0	2104	0000	0000	0	2175	0000	0000	0	2098	0000	0000	0	2025	0000	0000	0	2118	0000	0000
Washington, MO	29221	0	32298	0000	0000	0	33197	0000	0000	0	32546	0000	0000	0	32620	0000	0000	0	5597	0000	0000	0	5269	0000	0000	0	4829	0000	0000	0	4505	0000	0000	0	4340	0000	0000	0	4375	0000	0000
Wayne, MO	29223	0	29655	0000	0000	0	27931	0000	0000	0	27249	0000	0000	0	27618	0000	0000	0	3629	0000	0000	0	3338	0000	0000	0	2987	0000	0000	0	2807	0000	0000	0	2851	0000	0000	0	3016	0000	0000
Webster, MO	29225	0	37889	0000	0000	0	38319	0000	0000	0	40117	0000	0000	0	39209	0000	0000	0	4412	0000	0000	0	4492	0000	0000	0	4452	0000	0000	0	4335	0000	0000	0	4397	0000	0000	0	4781	0000	0000
Worth, MO	29227	0	31198	0000	0000	0	34017	0000	0000	0	44078	0000	0000	0	31617	0000	0000	0	482	0000	0000	0	431	0000	0000	0	356	0000	0000	0	331	0000	0000	0	333	0000	0000	0	340	0000	0000
Wright, MO	29229	0	28179	0000	0000	0	28332	0000	0000	0	28561	0000	0000	0	27612	0000	0000	0	4292	0000	0000	0	4043	0000	0000	0	3984	0000	0000	0	3556	0000	0000	0	3390	0000	0000	0	3534	0000	0000
St. Louis city, MO	29510	0	30780	0000	0000	0	33698	0000	0000	0	33993	0000	0000	0	34065	0000	0000	0	102132	0000	0000	0	86448	0000	0000	0	80004	0000	0000	0	76796	0000	0000	0	69077	0000	0000	0	68976	0000	0000
MONTANA	30000	0	40299	0000	0000	0	43000	0000	0000	0	43948	0000	0000	0	42222	0000	0000	0	137922	0000	0000	0	135691	0000	0000	0	138272	0000	0000	0	126835	0000	0000	0	117677	0000	0000	0	124776	0000	0000
Beaverhead, MT	30001	0	34087	0000	0000	0	38427	0000	0000	0	39284	0000	0000	0	37304	0000	0000	0	1586	0000	0000	0	1439	0000	0000	0	1517	0000	0000	0	1362	0000	0000	0	1307	0000	0000	0	1460	0000	0000
Big Horn, MT	30003	0	31705	0000	0000	0	33004	0000	0000	0	37798	0000	0000	0	32223	0000	0000	0	4025	0000	0000	0	3768	0000	0000	0	3656	0000	0000	0	3192	0000	0000	0	3021	0000	0000	0	3238	0000	0000
Blaine, MT	30005	0	30543	0000	0000	0	32331	0000	0000	0	32605	0000	0000	0	31541	0000	0000	0	1940	0000	0000	0	1904	0000	0000	0	1986	0000	0000	0	1754	0000	0000	0	1537	0000	0000	0	1598	0000	0000
Broadwater, MT	30007	0	38106	0000	0000	0	41121	0000	0000	0	40104	0000	0000	0	42823	0000	0000	0	638	0000	0000	0	675	0000	0000	0	683	0000	0000	0	586	0000	0000	0	589	0000	0000	0	654	0000	0000
Carbon, MT	30009	0	40883	0000	0000	0	42454	0000	0000	0	47802	0000	0000	0	41952	0000	0000	0	1399	0000	0000	0	1230	0000	0000	0	1295	0000	0000	0	1122	0000	0000	0	1088	0000	0000	0	1225	0000	0000
Carter, MT	30011	0	32576	0000	0000	0	29464	0000	0000	0	34070	0000	0000	0	31800	0000	0000	0	277	0000	0000	0	294	0000	0000	0	281	0000	0000	0	224	0000	0000	0	218	0000	0000	0	220	0000	0000
Cascade, MT	30013	0	39146	0000	0000	0	41999	0000	0000	0	42528	0000	0000	0	40434	0000	0000	0	11150	0000	0000	0	11269	0000	0000	0	11518	0000	0000	0	10551	0000	0000	0	9394	0000	0000	0	9671	0000	0000
Chouteau, MT	30015	0	34530	0000	0000	0	37229	0000	0000	0	40588	0000	0000	0	37945	0000	0000	0	723	0000	0000	0	676	0000	0000	0	676	0000	0000	0	782	0000	0000	0	791	0000	0000	0	878	0000	0000
Custer, MT	30017	0	34684	0000	0000	0	36296	0000	0000	0	39859	0000	0000	0	38844	0000	0000	0	2115	0000	0000	0	2022	0000	0000	0	2096	0000	0000	0	1743	0000	0000	0	1588	0000	0000	0	1585	0000	0000
Daniels, MT	30019	0	30252	0000	0000	0	33137	0000	0000	0	34239	0000	0000	0	35005	0000	0000	0	263	0000	0000	0	272	0000	0000	0	308	0000	0000	0	287	0000	0000	0	271	0000	0000	0	274	0000	0000
Dawson, MT	30021	0	38214	0000	0000	0	43678	0000	0000	0	43399	0000	0000	0	44847	0000	0000	0	1317	0000	0000	0	1089	0000	0000	0	1144	0000	0000	0	1052	0000	0000	0	1010	0000	0000	0	1091	0000	0000
Deer Lodge, MT	30023	0	32995	0000	0000	0	32102	0000	0000	0	34126	0000	0000	0	32173	0000	0000	0	1904	0000	0000	0	1852	0000	0000	0	1692	0000	0000	0	1451	0000	0000	0	1311	0000	0000	0	1326	0000	0000
Fallon, MT	30025	0	40754	0000	0000	0	42408	0000	0000	0	47099	0000	0000	0	46936	0000	0000	0	368	0000	0000	0	328	0000	0000	0	398	0000	0000	0	363	0000	0000	0	289	0000	0000	0	281	0000	0000
Fergus, MT	30027	0	35922	0000	0000	0	37259	0000	0000	0	39561	0000	0000	0	37402	0000	0000	0	1817	0000	0000	0	1733	0000	0000	0	1904	0000	0000	0	1680	0000	0000	0	1505	0000	0000	0	1618	0000	0000
Flathead, MT	30029	0	44413	0000	0000	0	45122	0000	0000	0	44013	0000	0000	0	45594	0000	0000	0	10309	0000	0000	0	10278	0000	0000	0	10718	0000	0000	0	9909	0000	0000	0	8745	0000	0000	0	9238	0000	0000
Gallatin, MT	30031	0	46928	0000	0000	0	50511	0000	0000	0	53042	0000	0000	0	47065	0000	0000	0	6813	0000	0000	0	7059	0000	0000	0	7536	0000	0000	0	7189	0000	0000	0	6808	0000	0000	0	7487	0000	0000
Garfield, MT	30033	0	32427	0000	0000	0	32694	0000	0000	0	35585	0000	0000	0	32359	0000	0000	0	192	0000	0000	0	205	0000	0000	0	195	0000	0000	0	192	0000	0000	0	187	0000	0000	0	195	0000	0000
Glacier, MT	30035	0	29954	0000	0000	0	36054	0000	0000	0	36149	0000	0000	0	29941	0000	0000	0	4480	0000	0000	0	4198	0000	0000	0	4467	0000	0000	0	3796	0000	0000	0	3486	0000	0000	0	3612	0000	0000
Golden Valley, MT	30037	0	30859	0000	0000	0	32077	0000	0000	0	33753	0000	0000	0	30424	0000	0000	0	212	0000	0000	0	216	0000	0000	0	243	0000	0000	0	204	0000	0000	0	205	0000	0000	0	222	0000	0000
Granite, MT	30039	0	33710	0000	0000	0	35436	0000	0000	0	38323	0000	0000	0	35806	0000	0000	0	511	0000	0000	0	485	0000	0000	0	521	0000	0000	0	440	0000	0000	0	452	0000	0000	0	487	0000	0000
Hill, MT	30041	0	37349	0000	0000	0	39155	0000	0000	0	40341	0000	0000	0	40778	0000	0000	0	3544	0000	0000	0	3314	0000	0000	0	3375	0000	0000	0	2991	0000	0000	0	2728	0000	0000	0	2849	0000	0000
Jefferson, MT	30043	0	49686	0000	0000	0	54719	0000	0000	0	56650	0000	0000	0	54242	0000	0000	0	907	0000	0000	0	1045	0000	0000	0	1039	0000	0000	0	1019	0000	0000	0	955	0000	0000	0	1099	0000	0000
Judith Basin, MT	30045	0	33845	0000	0000	0	35732	0000	0000	0	37033	0000	0000	0	35420	0000	0000	0	368	0000	0000	0	414	0000	0000	0	433	0000	0000	0	365	0000	0000	0	343	0000	0000	0	382	0000	0000
Lake, MT	30047	0	34668	0000	0000	0	34732	0000	0000	0	38505	0000	0000	0	35888	0000	0000	0	5711	0000	0000	0	5475	0000	0000	0	5495	0000	0000	0	5100	0000	0000	0	4825	0000	0000	0	5430	0000	0000
Lewis and Clark, MT	30049	0	44382	0000	0000	0	46647	0000	0000	0	49959	0000	0000	0	52317	0000	0000	0	6664	0000	0000	0	6701	0000	0000	0	6589	0000	0000	0	6175	0000	0000	0	5686	0000	0000	0	5902	0000	0000
Liberty, MT	30051	0	33212	0000	0000	0	36391	0000	0000	0	35663	0000	0000	0	36106	0000	0000	0	288	0000	0000	0	320	0000	0000	0	326	0000	0000	0	321	0000	0000	0	307	0000	0000	0	327	0000	0000
Lincoln, MT	30053	0	32956	0000	0000	0	33680	0000	0000	0	33383	0000	0000	0	32676	0000	0000	0	3483	0000	0000	0	3549	0000	0000	0	3606	0000	0000	0	3351	0000	0000	0	3140	0000	0000	0	3489	0000	0000
McCone, MT	30055	0	32383	0000	0000	0	38535	0000	0000	0	37576	0000	0000	0	38049	0000	0000	0	293	0000	0000	0	283	0000	0000	0	298	0000	0000	0	246	0000	0000	0	271	0000	0000	0	258	0000	0000
Madison, MT	30057	0	37519	0000	0000	0	40949	0000	0000	0	45770	0000	0000	0	41345	0000	0000	0	997	0000	0000	0	905	0000	0000	0	886	0000	0000	0	817	0000	0000	0	838	0000	0000	0	900	0000	0000
Meagher, MT	30059	0	30192	0000	0000	0	33305	0000	0000	0	30142	0000	0000	0	32509	0000	0000	0	351	0000	0000	0	350	0000	0000	0	398	0000	0000	0	391	0000	0000	0	349	0000	0000	0	379	0000	0000
Mineral, MT	30061	0	33074	0000	0000	0	34314	0000	0000	0	34985	0000	0000	0	34153	0000	0000	0	746	0000	0000	0	771	0000	0000	0	803	0000	0000	0	712	0000	0000	0	666	0000	0000	0	723	0000	0000
Missoula, MT	30063	0	38880	0000	0000	0	42598	0000	0000	0	43260	0000	0000	0	40130	0000	0000	0	14191	0000	0000	0	13365	0000	0000	0	12933	0000	0000	0	12790	0000	0000	0	12170	0000	0000	0	13110	0000	0000
Musselshell, MT	30065	0	31411	0000	0000	0	32919	0000	0000	0	34318	0000	0000	0	33382	0000	0000	0	930	0000	0000	0	893	0000	0000	0	907	0000	0000	0	832	0000	0000	0	761	0000	0000	0	825	0000	0000
Park, MT	30067	0	36630	0000	0000	0	40173	0000	0000	0	39847	0000	0000	0	39525	0000	0000	0	2452	0000	0000	0	2196	0000	0000	0	2183	0000	0000	0	1859	0000	0000	0	1836	0000	0000	0	2045	0000	0000
Petroleum, MT	30069	0	25692	0000	0000	0	28254	0000	0000	0	31243	0000	0000	0	31380	0000	0000	0	86	0000	0000	0	102	0000	0000	0	98	0000	0000	0	80	0000	0000	0	87	0000	0000	0	77	0000	0000
Phillips, MT	30071	0	32123	0000	0000	0	33798	0000	0000	0	35229	0000	0000	0	35182	0000	0000	0	903	0000	0000	0	924	0000	0000	0	1000	0000	0000	0	834	0000	0000	0	729	0000	0000	0	738	0000	0000
Pondera, MT	30073	0	32382	0000	0000	0	35300	0000	0000	0	35718	0000	0000	0	34813	0000	0000	0	1228	0000	0000	0	1253	0000	0000	0	1358	0000	0000	0	1221	0000	0000	0	1099	0000	0000	0	1139	0000	0000
Powder River, MT	30075	0	33697	0000	0000	0	31461	0000	0000	0	36933	0000	0000	0	35138	0000	0000	0	284	0000	0000	0	277	0000	0000	0	295	0000	0000	0	229	0000	0000	0	251	0000	0000	0	206	0000	0000
Powell, MT	30077	0	33409	0000	0000	0	37027	0000	0000	0	38836	0000	0000	0	35848	0000	0000	0	1138	0000	0000	0	1138	0000	0000	0	1080	0000	0000	0	884	0000	0000	0	882	0000	0000	0	1079	0000	0000
Prairie, MT	30079	0	31725	0000	0000	0	32857	0000	0000	0	33590	0000	0000	0	33228	0000	0000	0	196	0000	0000	0	172	0000	0000	0	183	0000	0000	0	154	0000	0000	0	162	0000	0000	0	166	0000	0000
Ravalli, MT	30081	0	39872	0000	0000	0	42450	0000	0000	0	43613	0000	0000	0	40444	0000	0000	0	5441	0000	0000	0	5536	0000	0000	0	5579	0000	0000	0	5238	0000	0000	0	4941	0000	0000	0	5563	0000	0000
Richland, MT	30083	0	41037	0000	0000	0	49168	0000	0000	0	49838	0000	0000	0	50014	0000	0000	0	1667	0000	0000	0	1488	0000	0000	0	1545	0000	0000	0	1303	0000	0000	0	1179	0000	0000	0	1115	0000	0000
Roosevelt, MT	30085	0	29083	0000	0000	0	29744	0000	0000	0	32671	0000	0000	0	30455	0000	0000	0	3455	0000	0000	0	3415	0000	0000	0	3461	0000	0000	0	3173	0000	0000	0	2741	0000	0000	0	2685	0000	0000
Rosebud, MT	30087	0	43594	0000	0000	0	44948	0000	0000	0	45789	0000	0000	0	45146	0000	0000	0	2084	0000	0000	0	1999	0000	0000	0	2083	0000	0000	0	1798	0000	0000	0	1558	0000	0000	0	1567	0000	0000
Sanders, MT	30089	0	31139	0000	0000	0	31932	0000	0000	0	30250	0000	0000	0	33884	0000	0000	0	2117	0000	0000	0	2034	0000	0000	0	1996	0000	0000	0	1809	0000	0000	0	1873	0000	0000	0	2065	0000	0000
Sheridan, MT	30091	0	33535	0000	0000	0	35395	0000	0000	0	40127	0000	0000	0	42294	0000	0000	0	517	0000	0000	0	528	0000	0000	0	564	0000	0000	0	495	0000	0000	0	450	0000	0000	0	455	0000	0000
Silver Bow, MT	30093	0	34739	0000	0000	0	40053	0000	0000	0	38439	0000	0000	0	40055	0000	0000	0	5542	0000	0000	0	5581	0000	0000	0	5562	0000	0000	0	5160	0000	0000	0	4711	0000	0000	0	4804	0000	0000
Stillwater, MT	30095	0	48981	0000	0000	0	51722	0000	0000	0	54493	0000	0000	0	53637	0000	0000	0	880	0000	0000	0	860	0000	0000	0	894	0000	0000	0	839	0000	0000	0	766	0000	0000	0	799	0000	0000
Sweet Grass, MT	30097	0	39179	0000	0000	0	42229	0000	0000	0	44424	0000	0000	0	41993	0000	0000	0	422	0000	0000	0	418	0000	0000	0	488	0000	0000	0	403	0000	0000	0	386	0000	0000	0	389	0000	0000
Teton, MT	30099	0	35456	0000	0000	0	38290	0000	0000	0	40111	0000	0000	0	36834	0000	0000	0	1071	0000	0000	0	995	0000	0000	0	1038	0000	0000	0	936	0000	0000	0	866	0000	0000	0	950	0000	0000
Toole, MT	30101	0	33996	0000	0000	0	37959	0000	0000	0	37175	0000	0000	0	37238	0000	0000	0	736	0000	0000	0	745	0000	0000	0	808	0000	0000	0	744	0000	0000	0	734	0000	0000	0	804	0000	0000
Treasure, MT	30103	0	35205	0000	0000	0	36193	0000	0000	0	38296	0000	0000	0	39034	0000	0000	0	139	0000	0000	0	141	0000	0000	0	146	0000	0000	0	129	0000	0000	0	105	0000	0000	0	107	0000	0000
Valley, MT	30105	0	35483	0000	0000	0	37019	0000	0000	0	39344	0000	0000	0	38274	0000	0000	0	1455	0000	0000	0	1492	0000	0000	0	1466	0000	0000	0	1202	0000	0000	0	1132	0000	0000	0	1103	0000	0000
Wheatland, MT	30107	0	27147	0000	0000	0	28654	0000	0000	0	30486	0000	0000	0	28730	0000	0000	0	453	0000	0000	0	453	0000	0000	0	488	0000	0000	0	422	0000	0000	0	449	0000	0000	0	448	0000	0000
Wibaux, MT	30109	0	32858	0000	0000	0	35045	0000	0000	0	37217	0000	0000	0	36604	0000	0000	0	219	0000	0000	0	202	0000	0000	0	199	0000	0000	0	169	0000	0000	0	151	0000	0000	0	156	0000	0000
Yellowstone, MT	30111	0	43407	0000	0000	0	47947	0000	0000	0	49337	0000	0000	0	47139	0000	0000	0	14926	0000	0000	0	15363	0000	0000	0	15836	0000	0000	0	14770	0000	0000	0	13747	0000	0000	0	14282	0000	0000
Yellowstone National Park, MT	30113	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	0	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000
NEBRASKA	31000	0	45369	0000	0000	0	47072	0000	0000	0	49731	0000	0000	0	47470	0000	0000	0	159645	0000	0000	0	158962	0000	0000	0	169986	0000	0000	0	162806	0000	0000	0	148821	0000	0000	0	156604	0000	0000
Adams, NE	31001	0	40489	0000	0000	0	41503	0000	0000	0	47106	0000	0000	0	45244	0000	0000	0	2711	0000	0000	0	2737	0000	0000	0	2851	0000	0000	0	2805	0000	0000	0	2669	0000	0000	0	2734	0000	0000
Antelope, NE	31003	0	33892	0000	0000	0	36761	0000	0000	0	37307	0000	0000	0	37213	0000	0000	0	1052	0000	0000	0	958	0000	0000	0	1088	0000	0000	0	995	0000	0000	0	892	0000	0000	0	917	0000	0000
Arthur, NE	31005	0	32986	0000	0000	0	34241	0000	0000	0	35208	0000	0000	0	40460	0000	0000	0	46	0000	0000	0	59	0000	0000	0	53	0000	0000	0	48	0000	0000	0	44	0000	0000	0	41	0000	0000
Banner, NE	31007	0	36541	0000	0000	0	37746	0000	0000	0	40142	0000	0000	0	38855	0000	0000	0	116	0000	0000	0	62	0000	0000	0	103	0000	0000	0	93	0000	0000	0	86	0000	0000	0	96	0000	0000
Blaine, NE	31009	0	29517	0000	0000	0	30647	0000	0000	0	31090	0000	0000	0	36074	0000	0000	0	87	0000	0000	0	87	0000	0000	0	135	0000	0000	0	106	0000	0000	0	103	0000	0000	0	98	0000	0000
Boone, NE	31011	0	37349	0000	0000	0	37466	0000	0000	0	46764	0000	0000	0	42377	0000	0000	0	774	0000	0000	0	765	0000	0000	0	864	0000	0000	0	747	0000	0000	0	665	0000	0000	0	644	0000	0000
Box Butte, NE	31013	0	43177	0000	0000	0	47560	0000	0000	0	48801	0000	0000	0	49319	0000	0000	0	1391	0000	0000	0	1450	0000	0000	0	1421	0000	0000	0	1334	0000	0000	0	1204	0000	0000	0	1240	0000	0000
Boyd, NE	31015	0	28451	0000	0000	0	29358	0000	0000	0	31942	0000	0000	0	32607	0000	0000	0	376	0000	0000	0	337	0000	0000	0	448	0000	0000	0	381	0000	0000	0	327	0000	0000	0	334	0000	0000
Brown, NE	31017	0	32608	0000	0000	0	34337	0000	0000	0	34217	0000	0000	0	27318	0000	0000	0	552	0000	0000	0	535	0000	0000	0	580	0000	0000	0	463	0000	0000	0	452	0000	0000	0	461	0000	0000
Buffalo, NE	31019	0	42331	0000	0000	0	46786	0000	0000	0	46316	0000	0000	0	45009	0000	0000	0	4027	0000	0000	0	3960	0000	0000	0	4162	0000	0000	0	4077	0000	0000	0	3745	0000	0000	0	3888	0000	0000
Burt, NE	31021	0	38385	0000	0000	0	40005	0000	0000	0	45487	0000	0000	0	42242	0000	0000	0	905	0000	0000	0	820	0000	0000	0	956	0000	0000	0	796	0000	0000	0	723	0000	0000	0	735	0000	0000
Butler, NE	31023	0	40949	0000	0000	0	42679	0000	0000	0	44853	0000	0000	0	48201	0000	0000	0	771	0000	0000	0	738	0000	0000	0	851	0000	0000	0	804	0000	0000	0	718	0000	0000	0	777	0000	0000
Cass, NE	31025	0	55280	0000	0000	0	57090	0000	0000	0	63083	0000	0000	0	58141	0000	0000	0	1795	0000	0000	0	1891	0000	0000	0	1992	0000	0000	0	1592	0000	0000	0	1574	0000	0000	0	1605	0000	0000
Cedar, NE	31027	0	39930	0000	0000	0	42402	0000	0000	0	43199	0000	0000	0	41817	0000	0000	0	960	0000	0000	0	872	0000	0000	0	1105	0000	0000	0	897	0000	0000	0	786	0000	0000	0	796	0000	0000
Chase, NE	31029	0	36149	0000	0000	0	39845	0000	0000	0	42821	0000	0000	0	43720	0000	0000	0	454	0000	0000	0	502	0000	0000	0	529	0000	0000	0	445	0000	0000	0	411	0000	0000	0	429	0000	0000
Cherry, NE	31031	0	34265	0000	0000	0	35901	0000	0000	0	37448	0000	0000	0	35897	0000	0000	0	1079	0000	0000	0	1010	0000	0000	0	1091	0000	0000	0	850	0000	0000	0	803	0000	0000	0	840	0000	0000
Cheyenne, NE	31033	0	42463	0000	0000	0	45007	0000	0000	0	45580	0000	0000	0	47158	0000	0000	0	1005	0000	0000	0	1110	0000	0000	0	1086	0000	0000	0	1006	0000	0000	0	906	0000	0000	0	1005	0000	0000
Clay, NE	31035	0	38730	0000	0000	0	41731	0000	0000	0	42030	0000	0000	0	44391	0000	0000	0	752	0000	0000	0	754	0000	0000	0	787	0000	0000	0	760	0000	0000	0	656	0000	0000	0	702	0000	0000
Colfax, NE	31037	0	43402	0000	0000	0	42057	0000	0000	0	45708	0000	0000	0	42810	0000	0000	0	898	0000	0000	0	851	0000	0000	0	1112	0000	0000	0	1067	0000	0000	0	911	0000	0000	0	934	0000	0000
Cuming, NE	31039	0	37690	0000	0000	0	41788	0000	0000	0	44672	0000	0000	0	42392	0000	0000	0	905	0000	0000	0	883	0000	0000	0	1072	0000	0000	0	960	0000	0000	0	867	0000	0000	0	935	0000	0000
Custer, NE	31041	0	35937	0000	0000	0	38706	0000	0000	0	39479	0000	0000	0	38732	0000	0000	0	1677	0000	0000	0	1654	0000	0000	0	1871	0000	0000	0	1610	0000	0000	0	1502	0000	0000	0	1545	0000	0000
Dakota, NE	31043	0	42298	0000	0000	0	44002	0000	0000	0	43813	0000	0000	0	42192	0000	0000	0	1804	0000	0000	0	1934	0000	0000	0	2240	0000	0000	0	2200	0000	0000	0	2062	0000	0000	0	2084	0000	0000
Dawes, NE	31045	0	33865	0000	0000	0	34759	0000	0000	0	36051	0000	0000	0	35165	0000	0000	0	1524	0000	0000	0	1438	0000	0000	0	1507	0000	0000	0	1319	0000	0000	0	1281	0000	0000	0	1359	0000	0000
Dawson, NE	31047	0	37239	0000	0000	0	41447	0000	0000	0	42566	0000	0000	0	40048	0000	0000	0	2417	0000	0000	0	2464	0000	0000	0	2688	0000	0000	0	2697	0000	0000	0	2498	0000	0000	0	2791	0000	0000
Deuel, NE	31049	0	37245	0000	0000	0	38318	0000	0000	0	40951	0000	0000	0	38594	0000	0000	0	133	0000	0000	0	155	0000	0000	0	210	0000	0000	0	192	0000	0000	0	205	0000	0000	0	213	0000	0000
Dixon, NE	31051	0	39525	0000	0000	0	39797	0000	0000	0	43715	0000	0000	0	42487	0000	0000	0	592	0000	0000	0	565	0000	0000	0	615	0000	0000	0	572	0000	0000	0	559	0000	0000	0	602	0000	0000
Dodge, NE	31053	0	41023	0000	0000	0	42320	0000	0000	0	46805	0000	0000	0	47325	0000	0000	0	2907	0000	0000	0	2952	0000	0000	0	3233	0000	0000	0	3027	0000	0000	0	2772	0000	0000	0	3032	0000	0000
Douglas, NE	31055	0	48981	0000	0000	0	50941	0000	0000	0	52222	0000	0000	0	49944	0000	0000	0	45806	0000	0000	0	44506	0000	0000	0	45294	0000	0000	0	44484	0000	0000	0	39397	0000	0000	0	41875	0000	0000
Dundy, NE	31057	0	29934	0000	0000	0	32494	0000	0000	0	34354	0000	0000	0	37849	0000	0000	0	245	0000	0000	0	252	0000	0000	0	295	0000	0000	0	289	0000	0000	0	255	0000	0000	0	287	0000	0000
Fillmore, NE	31059	0	41521	0000	0000	0	41162	0000	0000	0	44794	0000	0000	0	44373	0000	0000	0	591	0000	0000	0	622	0000	0000	0	728	0000	0000	0	602	0000	0000	0	550	0000	0000	0	590	0000	0000
Franklin, NE	31061	0	33221	0000	0000	0	34614	0000	0000	0	37631	0000	0000	0	38510	0000	0000	0	470	0000	0000	0	438	0000	0000	0	475	0000	0000	0	447	0000	0000	0	405	0000	0000	0	417	0000	0000
Frontier, NE	31063	0	36777	0000	0000	0	38593	0000	0000	0	42541	0000	0000	0	42172	0000	0000	0	345	0000	0000	0	402	0000	0000	0	478	0000	0000	0	384	0000	0000	0	349	0000	0000	0	385	0000	0000
Furnas, NE	31065	0	33530	0000	0000	0	35696	0000	0000	0	38498	0000	0000	0	40070	0000	0000	0	606	0000	0000	0	637	0000	0000	0	795	0000	0000	0	630	0000	0000	0	591	0000	0000	0	608	0000	0000
Gage, NE	31067	0	41012	0000	0000	0	42874	0000	0000	0	42719	0000	0000	0	42132	0000	0000	0	2390	0000	0000	0	2212	0000	0000	0	2393	0000	0000	0	2126	0000	0000	0	1990	0000	0000	0	2099	0000	0000
Garden, NE	31069	0	30743	0000	0000	0	32036	0000	0000	0	34353	0000	0000	0	33572	0000	0000	0	159	0000	0000	0	192	0000	0000	0	335	0000	0000	0	311	0000	0000	0	325	0000	0000	0	306	0000	0000
Garfield, NE	31071	0	30827	0000	0000	0	32967	0000	0000	0	32772	0000	0000	0	41393	0000	0000	0	295	0000	0000	0	279	0000	0000	0	311	0000	0000	0	280	0000	0000	0	223	0000	0000	0	200	0000	0000
Gosper, NE	31073	0	38777	0000	0000	0	43940	0000	0000	0	44915	0000	0000	0	49336	0000	0000	0	104	0000	0000	0	133	0000	0000	0	200	0000	0000	0	186	0000	0000	0	163	0000	0000	0	179	0000	0000
Grant, NE	31075	0	37009	0000	0000	0	36829	0000	0000	0	37935	0000	0000	0	41527	0000	0000	0	75	0000	0000	0	66	0000	0000	0	108	0000	0000	0	89	0000	0000	0	74	0000	0000	0	70	0000	0000
Greeley, NE	31077	0	31779	0000	0000	0	34812	0000	0000	0	35576	0000	0000	0	36447	0000	0000	0	409	0000	0000	0	343	0000	0000	0	457	0000	0000	0	381	0000	0000	0	340	0000	0000	0	361	0000	0000
Hall, NE	31079	0	40926	0000	0000	0	43686	0000	0000	0	46353	0000	0000	0	44487	0000	0000	0	5235	0000	0000	0	5233	0000	0000	0	5847	0000	0000	0	6102	0000	0000	0	5441	0000	0000	0	5724	0000	0000
